cod_grupo,cod_grupo_padre
GR003979,GR000644
GR003980,GR007145
GR003981,GR001455
GR003982,GR005345
GR003983,GR005944
GR003984,GR006650
GR003985,GR001854
GR003986,GR009282
GR003987,GR003860
GR003988,GR008177
GR003989,GR007793
GR003990,GR007709
GR003991,GR005382
GR003992,GR007565
GR003993,GR007696
GR003994,GR003537
GR003995,GR008688
GR003996,GR005437
GR003997,GR005132
GR003998,GR004406
GR003999,GR009257
GR004000,GR005359
GR004001,GR001905
GR004002,GR007025
GR004003,GR005375
GR004004,GR007545
GR004005,GR006748
GR004006,GR003923
GR004007,GR001600
GR004008,GR001783
GR004009,GR008039
GR004010,GR003648
GR004011,GR000466
GR004012,GR005810
GR004013,GR007138
GR004014,GR003938
GR004015,GR002540
GR004016,GR001354
GR004017,GR005766
GR004018,GR000715
GR004019,GR004524
GR004020,GR004222
GR004021,GR001316
GR004022,GR009416
GR004023,GR007452
GR004024,GR001223
GR004025,GR004230
GR004026,GR003336
GR004027,GR009224
GR004028,GR007641
GR004029,GR004395
GR004030,GR007134
GR004031,GR000845
GR004032,GR003169
GR004033,GR008266
GR004034,GR005946
GR004035,GR008922
GR004036,GR002611
GR004037,GR007608
GR004038,GR004957
GR004039,GR002601
GR004040,GR002733
GR004041,GR003358
GR004042,GR001316
GR004043,GR006123
GR004044,GR005806
GR004045,GR006203
GR004046,GR004224
GR004047,GR004523
GR004048,GR001535
GR004049,GR002792
GR004050,GR001248
GR004051,GR007145
GR004052,GR003306
GR004053,GR000245
GR004054,GR000654
GR004055,GR007999
GR004056,GR008004
GR004057,GR001412
GR004058,GR006064
GR004059,GR007363
GR004060,GR005129
GR004061,GR006863
GR004062,GR000770
GR004063,GR005998
GR004064,GR006154
GR004065,GR006259
GR004066,GR009327
GR004067,GR009158
GR004068,GR009863
GR004069,GR004915
GR004070,GR000810
GR004071,GR006112
GR004072,GR009243
GR004073,GR000643
GR004074,GR007857
GR004075,GR000672
GR004076,GR005657
GR004077,GR006408
GR004078,GR002490
GR004079,GR004716
GR004080,GR003653
GR004081,GR006377
GR004082,GR003782
GR004083,GR000646
GR004084,GR009669
GR004085,GR003230
GR004086,GR006751
GR004087,GR003280
GR004088,GR000905
GR004089,GR008531
GR004090,GR003282
GR004091,GR002202
GR004092,GR006444
GR004093,GR000873
GR004094,GR007016
GR004095,GR009922
GR004096,GR000897
GR004097,GR001853
GR004098,GR000427
GR004099,GR003696
GR004100,GR006907
GR004101,GR001585
GR004102,GR007933
GR004103,GR004750
GR004104,GR000504
GR004105,GR007977
GR004106,GR002388
GR004107,GR003063
GR004108,GR002530
GR004109,GR001610
GR004110,GR009364
GR004111,GR003471
GR004112,GR000441
GR004113,GR004548
GR004114,GR005636
GR004115,GR000603
GR004116,GR000028
GR004117,GR009736
GR004118,GR003495
GR004119,GR004053
GR004120,GR009927
GR004121,GR007086
GR004122,GR005827
GR004123,GR006990
GR004124,GR002859
GR004125,GR001081
GR004126,GR001618
GR004127,GR007216
GR004128,GR005175
GR004129,GR002048
GR004130,GR005037
GR004131,GR010041
GR004132,GR009593
GR004133,GR004056
GR004134,GR001503
GR004135,GR006068
GR004136,GR006187
GR004137,GR002498
GR004138,GR004937
GR004139,GR001505
GR004140,GR009297
GR004141,GR008761
GR004142,GR001761
GR004143,GR005094
GR004144,GR009475
GR004145,GR005221
GR004146,GR000873
GR004147,GR009257
GR004148,GR008655
GR004149,GR009877
GR004150,GR003521
GR004151,GR006298
GR004152,GR003205
GR004153,GR000006
GR004154,GR002285
GR004155,GR007353
GR004156,GR009433
GR004157,GR001001
GR004158,GR008775
GR004159,GR004770
GR004160,GR004353
GR004161,GR004763
GR004162,GR006141
GR004163,GR004472
GR004164,GR001426
GR004165,GR006855
GR004166,GR001819
GR004167,GR006622
GR004168,GR007459
GR004169,GR007227
GR004170,GR001135
GR004171,GR006992
GR004172,GR007580
GR004173,GR009776
GR004174,GR007077
GR004175,GR002322
GR004176,GR006289
GR004177,GR003567
GR004178,GR003939
GR004179,GR005921
GR004180,GR003099
GR004181,GR001748
GR004182,GR006767
GR004183,GR006034
GR004184,GR006057
GR004185,GR009152
GR004186,GR007685
GR004187,GR000020
GR004188,GR002067
GR004189,GR008342
GR004190,GR008501
GR004191,GR009047
GR004192,GR000784
GR004193,GR001323
GR004194,GR009192
GR004195,GR001228
GR004196,GR001767
GR004197,GR005030
GR004198,GR007025
GR004199,GR008432
GR004200,GR009940
GR004201,GR007930
GR004202,GR008056
GR004203,GR002075
GR004204,GR006620
GR004205,GR004003
GR004206,GR001227
GR004207,GR001046
GR004208,GR005556
GR004209,GR006613
GR004210,GR008225
GR004211,GR000475
GR004212,GR002366
GR004213,GR007907
GR004214,GR002013
GR004215,GR000964
GR004216,GR002563
GR004217,GR007196
GR004218,GR000661
GR004219,GR006669
GR004220,GR006959
GR004221,GR008604
GR004222,GR002245
GR004223,GR009726
GR004224,GR007868
GR004225,GR006286
GR004226,GR001820
GR004227,GR009636
GR004228,GR000147
GR004229,GR004808
GR004230,GR002461
GR004231,GR005017
GR004232,GR007633
GR004233,GR000534
GR004234,GR009468
GR004235,GR001623
GR004236,GR005031
GR004237,GR006553
GR004238,GR004225
GR004239,GR003316
GR004240,GR007432
GR004241,GR009904
GR004242,GR005754
GR004243,GR003573
GR004244,GR000962
GR004245,GR005630
GR004246,GR000714
GR004247,GR004450
GR004248,GR003318
GR004249,GR004556
GR004250,GR001388
GR004251,GR006162
GR004252,GR005245
GR004253,GR004999
GR004254,GR004991
GR004255,GR009478
GR004256,GR002921
GR004257,GR005164
GR004258,GR001445
GR004259,GR002188
GR004260,GR008418
GR004261,GR006706
GR004262,GR006692
GR004263,GR009673
GR004264,GR004072
GR004265,GR002250
GR004266,GR000363
GR004267,GR004376
GR004268,GR004689
GR004269,GR005828
GR004270,GR007309
GR004271,GR008348
GR004272,GR007381
GR004273,GR008829
GR004274,GR003926
GR004275,GR001880
GR004276,GR002341
GR004277,GR008018
GR004278,GR001135
GR004279,GR006769
GR004280,GR007069
GR004281,GR004291
GR004282,GR007957
GR004283,GR005664
GR004284,GR003043
GR004285,GR008953
GR004286,GR004808
GR004287,GR006218
GR004288,GR005391
GR004289,GR002813
GR004290,GR006687
GR004291,GR005208
GR004292,GR000649
GR004293,GR005049
GR004294,GR005082
GR004295,GR008616
GR004296,GR009822
GR004297,GR007329
GR004298,GR003282
GR004299,GR000051
GR004300,GR007369
GR004301,GR006759
GR004302,GR000108
GR004303,GR004092
GR004304,GR000626
GR004305,GR005483
GR004306,GR008529
GR004307,GR008841
GR004308,GR005670
GR004309,GR004036
GR004310,GR009654
GR004311,GR010009
GR004312,GR006575
GR004313,GR007219
GR004314,GR009654
GR004315,GR000244
GR004316,GR006551
GR004317,GR004787
GR004318,GR004036
GR004319,GR004458
GR004320,GR006107
GR004321,GR002420
GR004322,GR002459
GR004323,GR000046
GR004324,GR004395
GR004325,GR000576
GR004326,GR010048
GR004327,GR009732
GR004328,GR010039
GR004329,GR003763
GR004330,GR002168
GR004331,GR003207
GR004332,GR006351
GR004333,GR002676
GR004334,GR008673
GR004335,GR009234
GR004336,GR008525
GR004337,GR003340
GR004338,GR009325
GR004339,GR005347
GR004340,GR009395
GR004341,GR004703
GR004342,GR004221
GR004343,GR007945
GR004344,GR000430
GR004345,GR004867
GR004346,GR004999
GR004347,GR003455
GR004348,GR003136
GR004349,GR004403
GR004350,GR006844
GR004351,GR000806
GR004352,GR000528
GR004353,GR001584
GR004354,GR007056
GR004355,GR001252
GR004356,GR002977
GR004357,GR007159
GR004358,GR007474
GR004359,GR000474
GR004360,GR005690
GR004361,GR005958
GR004362,GR008360
GR004363,GR005476
GR004364,GR002613
GR004365,GR006227
GR004366,GR007852
GR004367,GR002745
GR004368,GR005572
GR004369,GR006211
GR004370,GR003383
GR004371,GR001074
GR004372,GR003755
GR004373,GR000313
GR004374,GR003689
GR004375,GR003719
GR004376,GR006094
GR004377,GR000972
GR004378,GR001502
GR004379,GR001362
GR004380,GR008892
GR004381,GR005988
GR004382,GR004724
GR004383,GR005032
GR004384,GR007273
GR004385,GR010092
GR004386,GR001176
GR004387,GR009857
GR004388,GR004839
GR004389,GR006687
GR004390,GR003195
GR004391,GR003189
GR004392,GR002601
GR004393,GR005133
GR004394,GR009706
GR004395,GR004969
GR004396,GR008594
GR004397,GR000289
GR004398,GR006518
GR004399,GR008406
GR004400,GR007892
GR004401,GR008280
GR004402,GR001177
GR004403,GR007741
GR004404,GR003857
GR004405,GR005646
GR004406,GR002099
GR004407,GR004878
GR004408,GR002820
GR004409,GR000056
GR004410,GR007969
GR004411,GR003626
GR004412,GR001206
GR004413,GR000660
GR004414,GR000431
GR004415,GR008886
GR004416,GR001538
GR004417,GR004568
GR004418,GR000360
GR004419,GR007698
GR004420,GR007647
GR004421,GR001988
GR004422,GR000859
GR004423,GR009471
GR004424,GR006121
GR004425,GR006396
GR004426,GR004919
GR004427,GR000915
GR004428,GR001520
GR004429,GR000703
GR004430,GR003826
GR004431,GR002121
GR004432,GR003618
GR004433,GR004097
GR004434,GR000511
GR004435,GR005416
GR004436,GR007959
GR004437,GR008596
GR004438,GR001597
GR004439,GR004416
GR004440,GR002057
GR004441,GR002777
GR004442,GR009687
GR004443,GR002427
GR004444,GR002622
GR004445,GR001252
GR004446,GR001160
GR004447,GR008532
GR004448,GR009490
GR004449,GR009685
GR004450,GR003972
GR004451,GR008644
GR004452,GR004888
GR004453,GR008791
GR004454,GR005170
GR004455,GR002027
GR004456,GR008899
GR004457,GR001515
GR004458,GR009074
GR004459,GR005212
GR004460,GR002237
GR004461,GR007853
GR004462,GR002354
GR004463,GR008451
GR004464,GR002018
GR004465,GR004015
GR004466,GR003225
GR004467,GR006106
GR004468,GR003466
GR004469,GR002054
GR004470,GR009954
GR004471,GR000937
GR004472,GR002363
GR004473,GR007541
GR004474,GR002884
GR004475,GR004031
GR004476,GR009972
GR004477,GR005778
GR004478,GR006594
GR004479,GR009174
GR004480,GR002663
GR004481,GR009079
GR004482,GR004192
GR004483,GR002384
GR004484,GR009142
GR004485,GR002968
GR004486,GR001201
GR004487,GR007905
GR004488,GR004091
GR004489,GR007247
GR004490,GR001800
GR004491,GR000380
GR004492,GR009792
GR004493,GR007378
GR004494,GR005613
GR004495,GR008178
GR004496,GR009113
GR004497,GR005016
GR004498,GR002550
GR004499,GR003473
GR004500,GR002907
GR004501,GR003643
GR004502,GR007550
GR004503,GR008730
GR004504,GR004235
GR004505,GR006807
GR004506,GR006868
GR004507,GR001133
GR004508,GR007912
GR004509,GR009423
GR004510,GR007266
GR004511,GR007223
GR004512,GR000513
GR004513,GR008083
GR004514,GR006589
GR004515,GR008969
GR004516,GR001455
GR004517,GR007318
GR004518,GR007456
GR004519,GR001269
GR004520,GR002066
GR004521,GR009643
GR004522,GR008057
GR004523,GR006673
GR004524,GR009841
GR004525,GR008882
GR004526,GR003217
GR004527,GR006194
GR004528,GR005007
GR004529,GR009363
GR004530,GR003658
GR004531,GR009272
GR004532,GR009142
GR004533,GR008333
GR004534,GR001180
GR004535,GR005298
GR004536,GR000457
GR004537,GR002214
GR004538,GR003293
GR004539,GR001028
GR004540,GR003912
GR004541,GR004790
GR004542,GR007820
GR004543,GR000166
GR004544,GR005799
GR004545,GR005731
GR004546,GR008241
GR004547,GR001607
GR004548,GR006691
GR004549,GR007867
GR004550,GR006394
GR004551,GR003151
GR004552,GR001929
GR004553,GR000579
GR004554,GR006002
GR004555,GR002015
GR004556,GR002350
GR004557,GR004571
GR004558,GR005879
GR004559,GR003977
GR004560,GR009510
GR004561,GR003849
GR004562,GR006613
GR004563,GR008664
GR004564,GR003580
GR004565,GR007650
GR004566,GR002134
GR004567,GR002043
GR004568,GR008866
GR004569,GR001629
GR004570,GR008859
GR004571,GR004445
GR004572,GR006125
GR004573,GR003218
GR004574,GR005777
GR004575,GR001583
GR004576,GR000373
GR004577,GR005998
GR004578,GR000772
GR004579,GR000299
GR004580,GR006361
GR004581,GR009353
GR004582,GR000037
GR004583,GR009501
GR004584,GR005520
GR004585,GR003364
GR004586,GR005458
GR004587,GR009135
GR004588,GR006105
GR004589,GR008798
GR004590,GR008166
GR004591,GR008311
GR004592,GR008216
GR004593,GR000195
GR004594,GR006587
GR004595,GR009451
GR004596,GR003415
GR004597,GR000110
GR004598,GR008870
GR004599,GR008837
GR004600,GR002851
GR004601,GR008828
GR004602,GR006938
GR004603,GR008263
GR004604,GR008784
GR004605,GR005151
GR004606,GR007111
GR004607,GR001196
GR004608,GR007444
GR004609,GR007605
GR004610,GR006990
GR004611,GR006084
GR004612,GR008636
GR004613,GR010024
GR004614,GR004431
GR004615,GR007178
GR004616,GR005446
GR004617,GR007393
GR004618,GR001712
GR004619,GR005568
GR004620,GR002024
GR004621,GR005836
GR004622,GR001052
GR004623,GR006827
GR004624,GR003220
GR004625,GR001598
GR004626,GR001396
GR004627,GR002990
GR004628,GR001836
GR004629,GR003183
GR004630,GR006016
GR004631,GR007177
GR004632,GR009375
GR004633,GR002919
GR004634,GR006173
GR004635,GR008773
GR004636,GR009107
GR004637,GR008570
GR004638,GR009441
GR004639,GR005776
GR004640,GR000550
GR004641,GR009009
GR004642,GR005374
GR004643,GR001253
GR004644,GR009251
GR004645,GR003011
GR004646,GR005760
GR004647,GR004086
GR004648,GR007425
GR004649,GR001857
GR004650,GR001337
GR004651,GR000452
GR004652,GR002261
GR004653,GR007305
GR004654,GR007858
GR004655,GR003143
GR004656,GR008274
GR004657,GR009249
GR004658,GR005281
GR004659,GR002467
GR004660,GR005781
GR004661,GR005275
GR004662,GR000241
GR004663,GR005917
GR004664,GR007340
GR004665,GR004173
GR004666,GR005273
GR004667,GR002465
GR004668,GR004912
GR004669,GR007836
GR004670,GR007960
GR004671,GR002439
GR004672,GR005080
GR004673,GR003045
GR004674,GR003892
GR004675,GR009677
GR004676,GR003602
GR004677,GR000842
GR004678,GR009829
GR004679,GR009539
GR004680,GR004604
GR004681,GR004422
GR004682,GR000615
GR004683,GR005202
GR004684,GR001737
GR004685,GR009603
GR004686,GR000215
GR004687,GR000605
GR004688,GR009059
GR004689,GR003191
GR004690,GR006875
GR004691,GR000503
GR004692,GR004546
GR004693,GR004622
GR004694,GR002435
GR004695,GR002133
GR004696,GR009448
GR004697,GR009322
GR004698,GR000909
GR004699,GR008994
GR004700,GR001949
GR004701,GR000523
GR004702,GR004728
GR004703,GR007771
GR004704,GR002599
GR004705,GR003902
GR004706,GR008048
GR004707,GR002269
GR004708,GR009751
GR004709,GR005188
GR004710,GR005702
GR004711,GR009649
GR004712,GR008300
GR004713,GR008513
GR004714,GR001188
GR004715,GR007626
GR004716,GR009901
GR004717,GR003178
GR004718,GR003660
GR004719,GR003263
GR004720,GR009990
GR004721,GR005366
GR004722,GR005189
GR004723,GR002585
GR004724,GR000681
GR004725,GR003499
GR004726,GR007443
GR004727,GR005766
GR004728,GR009096
GR004729,GR004451
GR004730,GR000123
GR004731,GR008809
GR004732,GR006920
GR004733,GR008227
GR004734,GR009858
GR004735,GR001984
GR004736,GR003636
GR004737,GR003621
GR004738,GR002624
GR004739,GR006707
GR004740,GR002873
GR004741,GR000883
GR004742,GR005676
GR004743,GR007916
GR004744,GR001670
GR004745,GR006303
GR004746,GR005665
GR004747,GR000167
GR004748,GR002876
GR004749,GR006919
GR004750,GR009537
GR004751,GR000771
GR004752,GR004809
GR004753,GR006262
GR004754,GR002691
GR004755,GR004016
GR004756,GR008657
GR004757,GR001215
GR004758,GR005793
GR004759,GR008940
GR004760,GR005452
GR004761,GR004110
GR004762,GR002726
GR004763,GR004734
GR004764,GR009825
GR004765,GR003456
GR004766,GR001547
GR004767,GR007031
GR004768,GR005047
GR004769,GR000922
GR004770,GR006752
GR004771,GR000366
GR004772,GR003700
GR004773,GR000181
GR004774,GR009480
GR004775,GR004685
GR004776,GR007723
GR004777,GR000190
GR004778,GR003390
GR004779,GR000706
GR004780,GR002013
GR004781,GR001327
GR004782,GR009886
GR004783,GR001579
GR004784,GR000391
GR004785,GR004987
GR004786,GR004973
GR004787,GR002078
GR004788,GR003705
GR004789,GR009171
GR004790,GR004590
GR004791,GR003236
GR004792,GR000269
GR004793,GR001236
GR004794,GR005446
GR004795,GR006875
GR004796,GR007881
GR004797,GR002046
GR004798,GR001088
GR004799,GR006706
GR004800,GR001845
GR004801,GR003948
GR004802,GR007598
GR004803,GR005552
GR004804,GR004522
GR004805,GR008617
GR004806,GR003704
GR004807,GR003490
GR004808,GR001199
GR004809,GR005278
GR004810,GR000827
GR004811,GR008547
GR004812,GR003255
GR004813,GR003612
GR004814,GR000163
GR004815,GR008983
GR004816,GR000673
GR004817,GR008382
GR004818,GR003683
GR004819,GR007182
GR004820,GR009057
GR004821,GR007109
GR004822,GR004157
GR004823,GR006123
GR004824,GR010047
GR004825,GR006136
GR004826,GR006955
GR004827,GR003861
GR004828,GR005003
GR004829,GR005856
GR004830,GR003125
GR004831,GR007949
GR004832,GR005325
GR004833,GR008580
GR004834,GR008681
GR004835,GR006884
GR004836,GR005227
GR004837,GR004085
GR004838,GR000378
GR004839,GR008162
GR004840,GR001717
GR004841,GR001210
GR004842,GR008769
GR004843,GR005324
GR004844,GR000853
GR004845,GR009957
GR004846,GR005985
GR004847,GR004612
GR004848,GR008006
GR004849,GR004542
GR004850,GR004758
GR004851,GR007606
GR004852,GR000785
GR004853,GR009014
GR004854,GR000423
GR004855,GR003332
GR004856,GR009967
GR004857,GR003437
GR004858,GR005375
GR004859,GR000381
GR004860,GR003659
GR004861,GR005024
GR004862,GR007418
GR004863,GR005391
GR004864,GR004812
GR004865,GR001974
GR004866,GR004273
GR004867,GR007268
GR004868,GR009635
GR004869,GR003079
GR004870,GR000584
GR004871,GR004405
GR004872,GR008771
GR004873,GR008457
GR004874,GR003686
GR004875,GR009458
GR004876,GR002966
GR004877,GR003596
GR004878,GR001849
GR004879,GR004331
GR004880,GR005402
GR004881,GR005923
GR004882,GR006890
GR004883,GR002844
GR004884,GR001758
GR004885,GR004804
GR004886,GR006326
GR004887,GR006418
GR004888,GR006577
GR004889,GR002390
GR004890,GR009886
GR004891,GR009482
GR004892,GR009309
GR004893,GR004067
GR004894,GR006387
GR004895,GR005999
GR004896,GR005395
GR004897,GR001572
GR004898,GR007208
GR004899,GR005164
GR004900,GR006037
GR004901,GR007474
GR004902,GR002300
GR004903,GR006988
GR004904,GR007658
GR004905,GR009350
GR004906,GR003022
GR004907,GR007270
GR004908,GR009199
GR004909,GR001733
GR004910,GR005847
GR004911,GR004659
GR004912,GR008743
GR004913,GR001688
GR004914,GR002481
GR004915,GR007518
GR004916,GR003840
GR004917,GR009039
GR004918,GR001402
GR004919,GR009118
GR004920,GR003127
GR004921,GR002540
GR004922,GR001192
GR004923,GR009538
GR004924,GR001117
GR004925,GR006643
GR004926,GR002927
GR004927,GR000001
GR004928,GR008208
GR004929,GR008216
GR004930,GR008987
GR004931,GR008240
GR004932,GR004574
GR004933,GR002376
GR004934,GR003865
GR004935,GR003836
GR004936,GR004015
GR004937,GR002437
GR004938,GR005292
GR004939,GR001821
GR004940,GR004893
GR004941,GR006047
GR004942,GR000742
GR004943,GR001791
GR004944,GR007956
GR004945,GR002724
GR004946,GR008066
GR004947,GR003006
GR004948,GR004214
GR004949,GR000130
GR004950,GR007510
GR004951,GR010071
GR004952,GR008992
GR004953,GR007660
GR004954,GR009849
GR004955,GR008139
GR004956,GR003838
GR004957,GR002442
GR004958,GR009888
GR004959,GR006575
GR004960,GR004712
GR004961,GR006749
GR004962,GR010023
GR004963,GR002628
GR004964,GR000156
GR004965,GR004417
GR004966,GR003159
GR004967,GR000044
GR004968,GR006135
GR004969,GR004712
GR004970,GR003040
GR004971,GR005090
GR004972,GR008352
GR004973,GR007241
GR004974,GR009671
GR004975,GR004857
GR004976,GR001550
GR004977,GR002980
GR004978,GR001878
GR004979,GR009154
GR004980,GR000810
GR004981,GR009247
GR004982,GR000309
GR004983,GR007888
GR004984,GR004262
GR004985,GR001029
GR004986,GR001463
GR004987,GR003306
GR004988,GR004219
GR004989,GR004337
GR004990,GR004886
GR004991,GR002354
GR004992,GR007019
GR004993,GR001076
GR004994,GR007181
GR004995,GR004135
GR004996,GR001185
GR004997,GR006759
GR004998,GR000389
GR004999,GR001713
GR005000,GR010012
GR005001,GR004819
GR005002,GR004969
GR005003,GR000775
GR005004,GR005795
GR005005,GR008078
GR005006,GR008734
GR005007,GR002594
GR005008,GR007611
GR005009,GR007693
GR005010,GR001310
GR005011,GR009617
GR005012,GR006055
GR005013,GR000678
GR005014,GR001685
GR005015,GR002790
GR005016,GR006068
GR005017,GR003707
GR005018,GR001933
GR005019,GR000549
GR005020,GR006614
GR005021,GR002556
GR005022,GR003419
GR005023,GR009581
GR005024,GR007048
GR005025,GR005486
GR005026,GR004499
GR005027,GR007541
GR005028,GR004746
GR005029,GR008787
GR005030,GR001261
GR005031,GR000488
GR005032,GR007535
GR005033,GR008460
GR005034,GR008359
GR005035,GR007687
GR005036,GR000071
GR005037,GR006698
GR005038,GR000415
GR005039,GR001516
GR005040,GR006322
GR005041,GR006110
GR005042,GR004765
GR005043,GR005086
GR005044,GR001419
GR005045,GR004472
GR005046,GR003194
GR005047,GR001542
GR005048,GR004502
GR005049,GR009229
GR005050,GR000674
GR005051,GR000122
GR005052,GR004550
GR005053,GR007814
GR005054,GR004481
GR005055,GR001284
GR005056,GR004709
GR005057,GR003486
GR005058,GR000315
GR005059,GR004947
GR005060,GR009908
GR005061,GR003923
GR005062,GR007957
GR005063,GR009617
GR005064,GR004233
GR005065,GR001186
GR005066,GR000228
GR005067,GR008765
GR005068,GR001818
GR005069,GR003890
GR005070,GR009105
GR005071,GR004413
GR005072,GR003567
GR005073,GR001096
GR005074,GR007850
GR005075,GR004020
GR005076,GR000118
GR005077,GR004133
GR005078,GR001229
GR005079,GR003725
GR005080,GR006001
